Art,Sort,Kg.,Gnms. pris,Max,dato,auktion
Torsk,"1,0",124 kg.,"44,41 Kr.","45,94 Kr.",17-11-2020,Thyborøn
Torsk,"2,0",594 kg.,"43,70 Kr.","46,41 Kr.",17-11-2020,Thyborøn
Torsk,"3,0",1.114 kg.,"34,43 Kr.","39,84 Kr.",17-11-2020,Thyborøn
Torsk,"4,0",2.432 kg.,"26,24 Kr.","31,72 Kr.",17-11-2020,Thyborøn
Torsk,"5,0",2.228 kg.,"14,26 Kr.","20,95 Kr.",17-11-2020,Thyborøn
"Torsk, indr. farv.","3,0",161 kg.,"29,63 Kr.","31,01 Kr.",17-11-2020,Thyborøn
"Torsk, indr. farv.","4,0",2.982 kg.,"18,61 Kr.","22,49 Kr.",17-11-2020,Thyborøn
"Torsk, indr. farv.","5,0",6.965 kg.,"12,80 Kr.","14,59 Kr.",17-11-2020,Thyborøn
Tunger,"1,0",25 kg.,"114,94 Kr.","115,30 Kr.",17-11-2020,Thyborøn
Tunger,"2,0",28 kg.,"83,30 Kr.","83,30 Kr.",17-11-2020,Thyborøn
Tunger,"3,0",15 kg.,"76,40 Kr.","76,40 Kr.",17-11-2020,Thyborøn
Tunger,"4,0",17 kg.,"53,20 Kr.","53,20 Kr.",17-11-2020,Thyborøn
Tunger,"5,0",26 kg.,"30,60 Kr.","30,60 Kr.",17-11-2020,Thyborøn
Tunger,"9,0",3 kg.,"88,60 Kr.","88,60 Kr.",17-11-2020,Thyborøn
Blæksprutter,"9,0",1.257 kg.,"16,68 Kr.","21,88 Kr.",18-11-2020,Thyborøn
Brosme,"4,0",12 kg.,"12,89 Kr.","12,89 Kr.",18-11-2020,Thyborøn
Brosme,"9,0",9 kg.,"20,40 Kr.","20,40 Kr.",18-11-2020,Thyborøn
Fjæsing,"9,0",14 kg.,"7,80 Kr.","7,80 Kr.",18-11-2020,Thyborøn
Havkat,"2,0",9 kg.,"46,40 Kr.","46,40 Kr.",18-11-2020,Thyborøn
Havkat,"3,0",9 kg.,"26,30 Kr.","26,30 Kr.",18-11-2020,Thyborøn
Havkat,"9,0",22 kg.,"46,60 Kr.","46,60 Kr.",18-11-2020,Thyborøn
Havtaske,"1,0",52 kg.,"34,54 Kr.","38,90 Kr.",18-11-2020,Thyborøn
Havtaske,"2,0",152 kg.,"33,38 Kr.","36,50 Kr.",18-11-2020,Thyborøn
Havtaske,"3,0",240 kg.,"33,63 Kr.","35,60 Kr.",18-11-2020,Thyborøn
Havtaske,"4,0",411 kg.,"27,50 Kr.","29,86 Kr.",18-11-2020,Thyborøn
Havtaske,"5,0",215 kg.,"18,24 Kr.","21,10 Kr.",18-11-2020,Thyborøn
Havtaske,"9,0",86 kg.,"24,77 Kr.","24,77 Kr.",18-11-2020,Thyborøn
Helleflynder,"1,0",23 kg.,"86,75 Kr.","93,10 Kr.",18-11-2020,Thyborøn
Helleflynder,"2,0",4 kg.,"88,10 Kr.","88,10 Kr.",18-11-2020,Thyborøn
Helleflynder,"4,0",6 kg.,"77,60 Kr.","77,60 Kr.",18-11-2020,Thyborøn
Helleflynder,"5,0",5 kg.,"81,46 Kr.","85,30 Kr.",18-11-2020,Thyborøn
Helleflynder,"9,0",6 kg.,"36,40 Kr.","48,40 Kr.",18-11-2020,Thyborøn
Hvilling,"2,0",34 kg.,"4,87 Kr.","4,87 Kr.",18-11-2020,Thyborøn
Hvilling,"3,0",89 kg.,"4,89 Kr.","5,75 Kr.",18-11-2020,Thyborøn
Hvilling,"9,0",53 kg.,"11,56 Kr.","11,56 Kr.",18-11-2020,Thyborøn
Ising,"1,0",327 kg.,"17,74 Kr.","19,23 Kr.",18-11-2020,Thyborøn
Ising,"2,0",474 kg.,"12,05 Kr.","12,83 Kr.",18-11-2020,Thyborøn
Knurhaner,"1,0",6 kg.,"31,20 Kr.","31,20 Kr.",18-11-2020,Thyborøn
Knurhaner,"2,0",16 kg.,"15,20 Kr.","15,20 Kr.",18-11-2020,Thyborøn
Knurhaner,"3,0",23 kg.,"4,10 Kr.","4,10 Kr.",18-11-2020,Thyborøn
Knurhaner,"9,0",6 kg.,"16,50 Kr.","16,50 Kr.",18-11-2020,Thyborøn
Krabbeklør,"1,0",21 kg.,"67,90 Kr.","67,90 Kr.",18-11-2020,Thyborøn
Krabbeklør,"2,0",10 kg.,"26,90 Kr.","26,90 Kr.",18-11-2020,Thyborøn
Krabbeklør,"9,0",27 kg.,"33,43 Kr.","34,20 Kr.",18-11-2020,Thyborøn
Kuller,"1,0",1.061 kg.,"29,24 Kr.","32,70 Kr.",18-11-2020,Thyborøn
Kuller,"2,0",1.418 kg.,"14,57 Kr.","25,86 Kr.",18-11-2020,Thyborøn
Kuller,"3,0",825 kg.,"7,92 Kr.","9,48 Kr.",18-11-2020,Thyborøn
Kuller,"4,0",32 kg.,"5,63 Kr.","5,63 Kr.",18-11-2020,Thyborøn
Kuller,"9,0",43 kg.,"11,09 Kr.","16,20 Kr.",18-11-2020,Thyborøn
Kulmule,"0,0",154 kg.,"30,97 Kr.","39,18 Kr.",18-11-2020,Thyborøn
Kulmule,"1,0",108 kg.,"30,22 Kr.","33,01 Kr.",18-11-2020,Thyborøn
Kulmule,"2,0",434 kg.,"24,25 Kr.","28,49 Kr.",18-11-2020,Thyborøn
Kulmule,"3,0",98 kg.,"17,61 Kr.","18,46 Kr.",18-11-2020,Thyborøn
Kulmule,"9,0",20 kg.,"12,76 Kr.","13,40 Kr.",18-11-2020,Thyborøn
Langer,"1,0",205 kg.,"23,77 Kr.","23,82 Kr.",18-11-2020,Thyborøn
Langer,"2,0",174 kg.,"24,73 Kr.","25,52 Kr.",18-11-2020,Thyborøn
Langer,"3,0",363 kg.,"13,96 Kr.","18,68 Kr.",18-11-2020,Thyborøn
Langer,"9,0",31 kg.,"12,79 Kr.","12,79 Kr.",18-11-2020,Thyborøn
Lyssej,"2,0",55 kg.,"33,34 Kr.","34,85 Kr.",18-11-2020,Thyborøn
Lyssej,"3,0",943 kg.,"28,36 Kr.","34,38 Kr.",18-11-2020,Thyborøn
Lyssej,"4,0",50 kg.,"20,84 Kr.","21,50 Kr.",18-11-2020,Thyborøn
Lyssej,"9,0",31 kg.,"23,30 Kr.","24,62 Kr.",18-11-2020,Thyborøn
Mørksej,"1,0",131 kg.,"18,37 Kr.","23,48 Kr.",18-11-2020,Thyborøn
Mørksej,"2,0",175 kg.,"15,54 Kr.","16,31 Kr.",18-11-2020,Thyborøn
Mørksej,"3,0",2.030 kg.,"11,19 Kr.","12,58 Kr.",18-11-2020,Thyborøn
Mørksej,"4,0",15.106 kg.,"9,04 Kr.","9,04 Kr.",18-11-2020,Thyborøn
Pighvar,"0,0",42 kg.,"110,24 Kr.","115,10 Kr.",18-11-2020,Thyborøn
Pighvar,"1,0",58 kg.,"111,35 Kr.","122,70 Kr.",18-11-2020,Thyborøn
Pighvar,"2,0",66 kg.,"99,66 Kr.","113,70 Kr.",18-11-2020,Thyborøn
Pighvar,"3,0",291 kg.,"62,93 Kr.","70,80 Kr.",18-11-2020,Thyborøn
Pighvar,"4,0",270 kg.,"40,59 Kr.","49,40 Kr.",18-11-2020,Thyborøn
Pighvar,"9,0",92 kg.,"22,41 Kr.","23,40 Kr.",18-11-2020,Thyborøn
Rød mulle,"9,0",3 kg.,"34,00 Kr.","34,00 Kr.",18-11-2020,Thyborøn
Rødspætter,"1,0",706 kg.,"30,97 Kr.","37,28 Kr.",18-11-2020,Thyborøn
Rødspætter,"2,0",1.394 kg.,"30,58 Kr.","37,85 Kr.",18-11-2020,Thyborøn
Rødspætter,"3,0",2.416 kg.,"19,39 Kr.","25,84 Kr.",18-11-2020,Thyborøn
Rødspætter,"4,0",5.046 kg.,"14,23 Kr.","15,93 Kr.",18-11-2020,Thyborøn
Rødspætter,"9,0",5 kg.,"12,80 Kr.","12,80 Kr.",18-11-2020,Thyborøn
Rødtunger,"1,0",47 kg.,"76,89 Kr.","81,10 Kr.",18-11-2020,Thyborøn
Rødtunger,"2,0",448 kg.,"51,96 Kr.","57,90 Kr.",18-11-2020,Thyborøn
Rødtunger,"3,0",1.286 kg.,"19,97 Kr.","21,07 Kr.",18-11-2020,Thyborøn
Rødtunger,"9,0",20 kg.,"38,40 Kr.","38,40 Kr.",18-11-2020,Thyborøn
Sankt Peters fisk,"9,0",4 kg.,"31,25 Kr.","35,00 Kr.",18-11-2020,Thyborøn
Skærising,"1,0",10 kg.,"39,80 Kr.","39,80 Kr.",18-11-2020,Thyborøn
Skærising,"2,0",34 kg.,"24,06 Kr.","28,20 Kr.",18-11-2020,Thyborøn
Skærising,"3,0",6 kg.,"4,10 Kr.","4,10 Kr.",18-11-2020,Thyborøn
Slethvar,"1,0",104 kg.,"48,75 Kr.","54,30 Kr.",18-11-2020,Thyborøn
Slethvar,"2,0",203 kg.,"24,72 Kr.","26,60 Kr.",18-11-2020,Thyborøn
Småplettet rokke,"9,0",168 kg.,"4,00 Kr.","4,74 Kr.",18-11-2020,Thyborøn
Storplettet Rokke,"9,0",36 kg.,"3,70 Kr.","3,70 Kr.",18-11-2020,Thyborøn
Sømrokke,"9,0",3 kg.,"3,00 Kr.","3,00 Kr.",18-11-2020,Thyborøn
Torsk,"0,0",624 kg.,"42,97 Kr.","55,12 Kr.",18-11-2020,Thyborøn
Torsk,"1,0",3.269 kg.,"44,48 Kr.","47,35 Kr.",18-11-2020,Thyborøn
Torsk,"2,0",4.171 kg.,"42,06 Kr.","48,70 Kr.",18-11-2020,Thyborøn
Torsk,"3,0",3.714 kg.,"37,39 Kr.","46,19 Kr.",18-11-2020,Thyborøn
Torsk,"4,0",4.746 kg.,"25,43 Kr.","35,13 Kr.",18-11-2020,Thyborøn
Torsk,"5,0",3.338 kg.,"17,48 Kr.","23,30 Kr.",18-11-2020,Thyborøn
Torsk,"9,0",20 kg.,"19,10 Kr.","19,10 Kr.",18-11-2020,Thyborøn
Tunger,"1,0",76 kg.,"98,14 Kr.","100,60 Kr.",18-11-2020,Thyborøn
Tunger,"2,0",106 kg.,"97,06 Kr.","102,40 Kr.",18-11-2020,Thyborøn
Tunger,"3,0",65 kg.,"90,55 Kr.","91,10 Kr.",18-11-2020,Thyborøn
Tunger,"4,0",61 kg.,"69,72 Kr.","71,60 Kr.",18-11-2020,Thyborøn
Tunger,"5,0",61 kg.,"32,60 Kr.","32,60 Kr.",18-11-2020,Thyborøn
Alm hummer,"9,0",4 kg.,"31,40 Kr.","31,40 Kr.",20-11-2020,Thyborøn
Blæksprutte Ottearmet,"4,0",50 kg.,"12,75 Kr.","14,80 Kr.",20-11-2020,Thyborøn
Blæksprutter,"9,0",288 kg.,"19,26 Kr.","21,10 Kr.",20-11-2020,Thyborøn
Brosme,"9,0",3 kg.,"22,80 Kr.","22,80 Kr.",20-11-2020,Thyborøn
Fjæsing,"9,0",89 kg.,"4,10 Kr.","8,70 Kr.",20-11-2020,Thyborøn
Glashvarre,"9,0",58 kg.,"42,30 Kr.","42,30 Kr.",20-11-2020,Thyborøn
Grå knurhaner,"9,0",160 kg.,"2,50 Kr.","2,50 Kr.",20-11-2020,Thyborøn
Havbars,"9,0",3 kg.,"18,80 Kr.","18,80 Kr.",20-11-2020,Thyborøn
Havkat,"2,0",37 kg.,"47,43 Kr.","48,70 Kr.",20-11-2020,Thyborøn
Havkat,"3,0",24 kg.,"16,66 Kr.","21,30 Kr.",20-11-2020,Thyborøn
Havtaske,"1,0",8 kg.,"27,40 Kr.","27,40 Kr.",20-11-2020,Thyborøn
Havtaske,"2,0",88 kg.,"31,70 Kr.","31,87 Kr.",20-11-2020,Thyborøn
Havtaske,"3,0",303 kg.,"29,42 Kr.","30,51 Kr.",20-11-2020,Thyborøn
Havtaske,"4,0",406 kg.,"27,51 Kr.","27,59 Kr.",20-11-2020,Thyborøn
Havtaske,"5,0",195 kg.,"16,92 Kr.","21,03 Kr.",20-11-2020,Thyborøn
Helleflynder,"1,0",13 kg.,"112,81 Kr.","113,50 Kr.",20-11-2020,Thyborøn
Helleflynder,"2,0",4 kg.,"88,80 Kr.","88,80 Kr.",20-11-2020,Thyborøn
Hvilling,"1,0",68 kg.,"14,77 Kr.","15,30 Kr.",20-11-2020,Thyborøn
Hvilling,"2,0",105 kg.,"4,46 Kr.","8,14 Kr.",20-11-2020,Thyborøn
Hvilling,"3,0",114 kg.,"3,90 Kr.","4,15 Kr.",20-11-2020,Thyborøn
Ising,"1,0",280 kg.,"19,44 Kr.","22,69 Kr.",20-11-2020,Thyborøn
Ising,"2,0",600 kg.,"12,01 Kr.","12,76 Kr.",20-11-2020,Thyborøn
Knurhaner,"1,0",8 kg.,"34,05 Kr.","35,40 Kr.",20-11-2020,Thyborøn
Knurhaner,"2,0",28 kg.,"9,20 Kr.","9,30 Kr.",20-11-2020,Thyborøn
Knurhaner,"3,0",63 kg.,"4,15 Kr.","5,95 Kr.",20-11-2020,Thyborøn
Knurhaner,"4,0",11 kg.,"2,52 Kr.","2,52 Kr.",20-11-2020,Thyborøn
Krabbeklør,"1,0",57 kg.,"55,25 Kr.","58,80 Kr.",20-11-2020,Thyborøn
Krabbeklør,"2,0",69 kg.,"20,54 Kr.","21,40 Kr.",20-11-2020,Thyborøn
Krabbeklør,"3,0",21 kg.,"1,00 Kr.","1,00 Kr.",20-11-2020,Thyborøn
Kuller,"1,0",29 kg.,"17,36 Kr.","17,90 Kr.",20-11-2020,Thyborøn
Kuller,"2,0",106 kg.,"17,36 Kr.","18,37 Kr.",20-11-2020,Thyborøn
Kuller,"3,0",85 kg.,"6,47 Kr.","7,75 Kr.",20-11-2020,Thyborøn
Kuller,"4,0",348 kg.,"3,67 Kr.","4,12 Kr.",20-11-2020,Thyborøn
Kulmule,"0,0",443 kg.,"77,51 Kr.","79,24 Kr.",20-11-2020,Thyborøn
Kulmule,"1,0",833 kg.,"56,53 Kr.","58,75 Kr.",20-11-2020,Thyborøn
Kulmule,"2,0",2.802 kg.,"43,02 Kr.","43,88 Kr.",20-11-2020,Thyborøn
Kulmule,"3,0",1.117 kg.,"28,41 Kr.","34,92 Kr.",20-11-2020,Thyborøn
Kulmule,"4,0",93 kg.,"18,07 Kr.","19,82 Kr.",20-11-2020,Thyborøn
Kulmule,"9,0",19 kg.,"18,23 Kr.","18,23 Kr.",20-11-2020,Thyborøn
Langer,"1,0",40 kg.,"23,55 Kr.","23,55 Kr.",20-11-2020,Thyborøn
Langer,"2,0",53 kg.,"23,57 Kr.","24,19 Kr.",20-11-2020,Thyborøn
Langer,"3,0",274 kg.,"13,75 Kr.","16,24 Kr.",20-11-2020,Thyborøn
Lyssej,"2,0",7 kg.,"28,00 Kr.","28,00 Kr.",20-11-2020,Thyborøn
Lyssej,"3,0",16 kg.,"20,30 Kr.","20,30 Kr.",20-11-2020,Thyborøn
Lyssej,"4,0",48 kg.,"12,93 Kr.","13,10 Kr.",20-11-2020,Thyborøn
Mørksej,"1,0",145 kg.,"10,97 Kr.","11,65 Kr.",20-11-2020,Thyborøn
Mørksej,"2,0",80 kg.,"12,83 Kr.","13,32 Kr.",20-11-2020,Thyborøn
Mørksej,"3,0",455 kg.,"11,92 Kr.","13,16 Kr.",20-11-2020,Thyborøn
Mørksej,"4,0",295 kg.,"6,73 Kr.","6,73 Kr.",20-11-2020,Thyborøn
Pighvar,"0,0",31 kg.,"114,10 Kr.","114,10 Kr.",20-11-2020,Thyborøn
Pighvar,"1,0",101 kg.,"110,17 Kr.","118,80 Kr.",20-11-2020,Thyborøn
Pighvar,"2,0",64 kg.,"110,08 Kr.","110,70 Kr.",20-11-2020,Thyborøn
Pighvar,"3,0",164 kg.,"74,55 Kr.","74,90 Kr.",20-11-2020,Thyborøn
Pighvar,"4,0",110 kg.,"40,94 Kr.","41,50 Kr.",20-11-2020,Thyborøn
Pighvar,"9,0",150 kg.,"16,14 Kr.","16,56 Kr.",20-11-2020,Thyborøn
Rød mulle,"9,0",10 kg.,"27,79 Kr.","28,70 Kr.",20-11-2020,Thyborøn
Rødspætter,"1,0",1.469 kg.,"31,69 Kr.","34,90 Kr.",20-11-2020,Thyborøn
Rødspætter,"2,0",2.403 kg.,"29,17 Kr.","33,81 Kr.",20-11-2020,Thyborøn
Rødspætter,"3,0",4.088 kg.,"21,89 Kr.","23,76 Kr.",20-11-2020,Thyborøn
Rødspætter,"4,0",14.182 kg.,"14,24 Kr.","15,02 Kr.",20-11-2020,Thyborøn
Rødtunger,"1,0",24 kg.,"60,30 Kr.","60,30 Kr.",20-11-2020,Thyborøn
Rødtunger,"2,0",143 kg.,"47,81 Kr.","51,54 Kr.",20-11-2020,Thyborøn
Rødtunger,"3,0",1.365 kg.,"19,87 Kr.","22,08 Kr.",20-11-2020,Thyborøn
Rødtunger,"9,0",9 kg.,"39,90 Kr.","39,90 Kr.",20-11-2020,Thyborøn
Sankt Peters fisk,"9,0",1 kg.,"27,80 Kr.","27,80 Kr.",20-11-2020,Thyborøn
Skægtorsk,"6,0",14 kg.,"2,60 Kr.","2,60 Kr.",20-11-2020,Thyborøn
Skælbrosme,"9,0",11 kg.,"15,90 Kr.","15,90 Kr.",20-11-2020,Thyborøn
Skærising,"3,0",3 kg.,"4,86 Kr.","4,86 Kr.",20-11-2020,Thyborøn
Skærising,"9,0",14 kg.,"25,20 Kr.","25,20 Kr.",20-11-2020,Thyborøn
Slethvar,"0,0",53 kg.,"68,66 Kr.","68,70 Kr.",20-11-2020,Thyborøn
Slethvar,"1,0",216 kg.,"53,81 Kr.","57,30 Kr.",20-11-2020,Thyborøn
Slethvar,"2,0",331 kg.,"27,37 Kr.","33,90 Kr.",20-11-2020,Thyborøn
Småplettet rokke,"9,0",117 kg.,"9,62 Kr.","11,00 Kr.",20-11-2020,Thyborøn
Storplettet Rokke,"9,0",66 kg.,"6,68 Kr.","8,00 Kr.",20-11-2020,Thyborøn
Taskekrabber,"9,0",84 kg.,"2,83 Kr.","2,92 Kr.",20-11-2020,Thyborøn
Torsk,"0,0",47 kg.,"37,88 Kr.","38,87 Kr.",20-11-2020,Thyborøn
Torsk,"1,0",58 kg.,"37,19 Kr.","37,41 Kr.",20-11-2020,Thyborøn
Torsk,"2,0",217 kg.,"39,81 Kr.","43,97 Kr.",20-11-2020,Thyborøn
Torsk,"3,0",835 kg.,"33,86 Kr.","38,08 Kr.",20-11-2020,Thyborøn
Torsk,"4,0",1.836 kg.,"23,19 Kr.","31,92 Kr.",20-11-2020,Thyborøn
Torsk,"5,0",2.549 kg.,"17,98 Kr.","25,05 Kr.",20-11-2020,Thyborøn
Tunger,"1,0",189 kg.,"109,60 Kr.","117,50 Kr.",20-11-2020,Thyborøn
Tunger,"2,0",189 kg.,"92,80 Kr.","94,50 Kr.",20-11-2020,Thyborøn
Tunger,"3,0",171 kg.,"80,31 Kr.","80,90 Kr.",20-11-2020,Thyborøn
Tunger,"4,0",174 kg.,"58,83 Kr.","64,00 Kr.",20-11-2020,Thyborøn
Tunger,"5,0",166 kg.,"39,37 Kr.","50,60 Kr.",20-11-2020,Thyborøn
Blandet,"9,0",11 kg.,"23,71 Kr.","24,80 Kr.",23-11-2020,Thyborøn
Blæksprutter,"9,0",183 kg.,"26,22 Kr.","54,20 Kr.",23-11-2020,Thyborøn
Brosme,"4,0",4 kg.,"20,70 Kr.","20,70 Kr.",23-11-2020,Thyborøn
Fjæsing,"9,0",85 kg.,"13,50 Kr.","14,60 Kr.",23-11-2020,Thyborøn
Grå knurhaner,"9,0",13 kg.,"1,60 Kr.","1,60 Kr.",23-11-2020,Thyborøn
Havkat,"2,0",22 kg.,"49,50 Kr.","49,50 Kr.",23-11-2020,Thyborøn
Havkat,"3,0",4 kg.,"27,90 Kr.","27,90 Kr.",23-11-2020,Thyborøn
Havtaske,"1,0",27 kg.,"32,90 Kr.","32,90 Kr.",23-11-2020,Thyborøn
Havtaske,"2,0",47 kg.,"34,89 Kr.","40,80 Kr.",23-11-2020,Thyborøn
Havtaske,"3,0",100 kg.,"39,45 Kr.","42,30 Kr.",23-11-2020,Thyborøn
Havtaske,"4,0",99 kg.,"27,41 Kr.","31,60 Kr.",23-11-2020,Thyborøn
Havtaske,"5,0",59 kg.,"20,48 Kr.","20,70 Kr.",23-11-2020,Thyborøn
Helleflynder,"1,0",24 kg.,"90,31 Kr.","91,20 Kr.",23-11-2020,Thyborøn
Helleflynder,"3,0",7 kg.,"97,60 Kr.","97,60 Kr.",23-11-2020,Thyborøn
Helleflynder,"4,0",2 kg.,"78,80 Kr.","78,80 Kr.",23-11-2020,Thyborøn
Helleflynder,"5,0",1 kg.,"82,80 Kr.","82,80 Kr.",23-11-2020,Thyborøn
Hvilling,"1,0",150 kg.,"15,36 Kr.","15,39 Kr.",23-11-2020,Thyborøn
Hvilling,"9,0",94 kg.,"17,47 Kr.","17,47 Kr.",23-11-2020,Thyborøn
Ising,"1,0",183 kg.,"19,31 Kr.","21,20 Kr.",23-11-2020,Thyborøn
Ising,"2,0",117 kg.,"12,61 Kr.","14,40 Kr.",23-11-2020,Thyborøn
Ising,"9,0",2.778 kg.,"5,58 Kr.","5,58 Kr.",23-11-2020,Thyborøn
"Ising, indr. farv.","9,0",5 kg.,"2,30 Kr.","2,30 Kr.",23-11-2020,Thyborøn
Jomfruhummer,"9,0",9 kg.,"3,30 Kr.","3,30 Kr.",23-11-2020,Thyborøn
Knurhaner,"2,0",7 kg.,"29,10 Kr.","29,10 Kr.",23-11-2020,Thyborøn
Knurhaner,"3,0",16 kg.,"7,80 Kr.","7,80 Kr.",23-11-2020,Thyborøn
Krabbeklør,"1,0",16 kg.,"75,30 Kr.","75,30 Kr.",23-11-2020,Thyborøn
Krabbeklør,"2,0",2 kg.,"34,40 Kr.","34,40 Kr.",23-11-2020,Thyborøn
Kuller,"1,0",240 kg.,"32,04 Kr.","34,11 Kr.",23-11-2020,Thyborøn
Kuller,"2,0",468 kg.,"20,96 Kr.","21,61 Kr.",23-11-2020,Thyborøn
Kuller,"3,0",155 kg.,"12,54 Kr.","12,54 Kr.",23-11-2020,Thyborøn
Kuller,"9,0",3 kg.,"20,00 Kr.","20,00 Kr.",23-11-2020,Thyborøn
Kulmule,"0,0",123 kg.,"74,38 Kr.","74,38 Kr.",23-11-2020,Thyborøn
Kulmule,"1,0",126 kg.,"53,93 Kr.","55,30 Kr.",23-11-2020,Thyborøn
Kulmule,"2,0",292 kg.,"45,65 Kr.","46,23 Kr.",23-11-2020,Thyborøn
Kulmule,"3,0",52 kg.,"26,34 Kr.","27,32 Kr.",23-11-2020,Thyborøn
Langer,"1,0",91 kg.,"29,34 Kr.","29,34 Kr.",23-11-2020,Thyborøn
Langer,"2,0",60 kg.,"31,83 Kr.","31,83 Kr.",23-11-2020,Thyborøn
Langer,"3,0",184 kg.,"19,41 Kr.","21,52 Kr.",23-11-2020,Thyborøn
Lyssej,"2,0",92 kg.,"38,12 Kr.","38,12 Kr.",23-11-2020,Thyborøn
Lyssej,"3,0",518 kg.,"33,09 Kr.","35,10 Kr.",23-11-2020,Thyborøn
Lyssej,"4,0",104 kg.,"24,20 Kr.","30,41 Kr.",23-11-2020,Thyborøn
Mørksej,"1,0",221 kg.,"18,11 Kr.","18,21 Kr.",23-11-2020,Thyborøn
Mørksej,"2,0",129 kg.,"17,04 Kr.","17,04 Kr.",23-11-2020,Thyborøn
Mørksej,"3,0",1.155 kg.,"12,59 Kr.","13,75 Kr.",23-11-2020,Thyborøn
Mørksej,"4,0",8.715 kg.,"8,19 Kr.","8,70 Kr.",23-11-2020,Thyborøn
Pighvar,"2,0",11 kg.,"77,80 Kr.","101,70 Kr.",23-11-2020,Thyborøn
Pighvar,"3,0",67 kg.,"67,83 Kr.","98,90 Kr.",23-11-2020,Thyborøn
Pighvar,"4,0",102 kg.,"50,11 Kr.","55,00 Kr.",23-11-2020,Thyborøn
Pighvar,"9,0",23 kg.,"44,95 Kr.","48,60 Kr.",23-11-2020,Thyborøn
"Rødsp, indr farv.","1,0",266 kg.,"21,15 Kr.","21,15 Kr.",23-11-2020,Thyborøn
"Rødsp, indr farv.","2,0",850 kg.,"18,67 Kr.","19,19 Kr.",23-11-2020,Thyborøn
"Rødsp, indr farv.","3,0",1.855 kg.,"15,09 Kr.","16,21 Kr.",23-11-2020,Thyborøn
"Rødsp, indr farv.","4,0",1.627 kg.,"13,05 Kr.","13,34 Kr.",23-11-2020,Thyborøn
Rødspætter,"1,0",1.928 kg.,"33,25 Kr.","38,21 Kr.",23-11-2020,Thyborøn
Rødspætter,"2,0",3.185 kg.,"25,87 Kr.","41,80 Kr.",23-11-2020,Thyborøn
Rødspætter,"3,0",5.992 kg.,"21,16 Kr.","34,39 Kr.",23-11-2020,Thyborøn
Rødspætter,"4,0",16.070 kg.,"15,44 Kr.","19,04 Kr.",23-11-2020,Thyborøn
Rødspætter,"9,0",7 kg.,"29,70 Kr.","29,70 Kr.",23-11-2020,Thyborøn
Rødspætter Discard,"9,0",6 kg.,"0,10 Kr.","0,10 Kr.",23-11-2020,Thyborøn
Rødtunger,"1,0",3 kg.,"62,20 Kr.","62,20 Kr.",23-11-2020,Thyborøn
Rødtunger,"2,0",143 kg.,"63,08 Kr.","64,80 Kr.",23-11-2020,Thyborøn
Rødtunger,"3,0",362 kg.,"21,19 Kr.","21,60 Kr.",23-11-2020,Thyborøn
Rødtunger,"9,0",18 kg.,"47,50 Kr.","47,50 Kr.",23-11-2020,Thyborøn
Sankt Peters fisk,"9,0",1 kg.,"28,00 Kr.","28,00 Kr.",23-11-2020,Thyborøn
"Skrubber,ind. farv.","9,0",7.200 kg.,"2,81 Kr.","3,76 Kr.",23-11-2020,Thyborøn
Skærising,"2,0",2 kg.,"23,10 Kr.","23,10 Kr.",23-11-2020,Thyborøn
Slethvar,"0,0",6 kg.,"80,27 Kr.","85,00 Kr.",23-11-2020,Thyborøn
Slethvar,"1,0",15 kg.,"74,40 Kr.","74,40 Kr.",23-11-2020,Thyborøn
Slethvar,"2,0",97 kg.,"38,12 Kr.","39,40 Kr.",23-11-2020,Thyborøn
Småplettet rokke,"9,0",53 kg.,"9,40 Kr.","9,40 Kr.",23-11-2020,Thyborøn
Storplettet Rokke,"9,0",12 kg.,"8,30 Kr.","8,30 Kr.",23-11-2020,Thyborøn
Torsk,"0,0",23 kg.,"45,96 Kr.","48,31 Kr.",23-11-2020,Thyborøn
Torsk,"1,0",214 kg.,"56,63 Kr.","61,25 Kr.",23-11-2020,Thyborøn
Torsk,"2,0",505 kg.,"55,64 Kr.","62,07 Kr.",23-11-2020,Thyborøn
Torsk,"3,0",1.072 kg.,"47,87 Kr.","51,31 Kr.",23-11-2020,Thyborøn
Torsk,"4,0",1.784 kg.,"31,54 Kr.","36,90 Kr.",23-11-2020,Thyborøn
Torsk,"5,0",1.665 kg.,"20,20 Kr.","26,47 Kr.",23-11-2020,Thyborøn
"Torsk, indr. farv.","3,0",61 kg.,"31,36 Kr.","31,76 Kr.",23-11-2020,Thyborøn
"Torsk, indr. farv.","4,0",1.693 kg.,"20,23 Kr.","22,48 Kr.",23-11-2020,Thyborøn
"Torsk, indr. farv.","5,0",4.026 kg.,"15,58 Kr.","15,69 Kr.",23-11-2020,Thyborøn
Tunger,"1,0",60 kg.,"108,34 Kr.","126,60 Kr.",23-11-2020,Thyborøn
Tunger,"2,0",51 kg.,"103,10 Kr.","103,10 Kr.",23-11-2020,Thyborøn
Tunger,"3,0",62 kg.,"95,00 Kr.","95,00 Kr.",23-11-2020,Thyborøn
Tunger,"4,0",56 kg.,"64,00 Kr.","64,00 Kr.",23-11-2020,Thyborøn
Tunger,"5,0",55 kg.,"36,86 Kr.","37,30 Kr.",23-11-2020,Thyborøn
Blæksprutte Ottearmet,"4,0",64 kg.,"22,02 Kr.","24,84 Kr.",25-11-2020,Thyborøn
